DateTime,Power(MW),Supply(MW),Demand(MW),T-1-R,T-1-Y,T-1-B,T-2-R,T-2-Y,T-2-B,T-3-R,T-3-Y,T-3-B,T-4-R,T-4-Y,T-4-B,T-1(MW),T-2(MW),T-3(MW),T-4(MW)
2018-10-06 00:00:00,33,26,26,160,160,160,130,130,130,120,120,120,110,110,110,8,6.5,6,5.5
2018-10-07 00:00:00,33,23.5,23.5,140,140,140,110,110,110,110,110,110,110,110,110,7,5.5,5.5,5.5
2018-10-07 01:00:00,33,23.5,23.5,140,140,140,110,110,110,110,110,110,110,110,110,4,5.5,5.5,5.5
2018-10-07 02:00:00,33,23.5,23.5,140,140,140,110,110,110,110,110,110,100,100,100,4,5.5,5.5,5
2018-10-07 03:00:00,33,23.5,23.5,140,140,140,110,110,110,110,110,110,100,100,100,7,5.5,5.5,5
2018-10-07 04:00:00,33,23.5,23.5,140,140,140,110,110,110,110,110,110,100,100,100,7,5.5,5.5,5
2018-10-07 05:00:00,33,22,22,130,130,130,100,100,100,110,110,110,100,100,100,6.5,5,5.5,5
2018-10-07 06:00:00,33,22,22,130,130,130,100,100,100,110,110,110,100,100,100,6.5,5,5.5,5
2018-10-07 07:00:00,33,18.5,21.5,130,130,130,110,110,110,40,40,40,90,90,90,6.5,5.5,2,4.5
2018-10-07 08:00:00,33,19.5,23,140,140,140,100,100,100,40,40,40,110,110,110,7,5,2,5.5
2018-10-07 09:00:00,33,22.5,26.5,160,160,160,130,130,130,40,40,40,120,120,120,8,6.5,2,6
2018-10-07 10:00:00,33,28.5,28.5,170,170,170,130,130,130,130,130,130,140,140,140,8.5,6.5,6.5,7
2018-10-07 11:00:00,33,26,26,110,110,110,140,140,140,130,130,130,140,140,140,5.5,7,6.5,7
2018-10-07 12:00:00,33,26,26,110,110,110,140,140,140,130,130,130,140,140,140,5.5,7,6.5,7
2018-10-07 13:00:00,33,27.5,27.5,160,160,160,130,130,130,120,120,120,140,140,140,8,6.5,6,7
2018-10-07 14:00:00,33,24.5,24.5,130,130,130,120,120,120,120,120,120,120,120,120,6.5,6,6,6
2018-10-07 15:00:00,33,24.5,24.5,130,130,130,120,120,120,120,120,120,120,120,120,6.5,6,6,6
2018-10-07 16:00:00,33,21.5,21.5,130,130,130,120,120,120,120,120,120,120,120,120,6.5,6,6,6
2018-10-07 17:00:00,33,24.5,24.5,130,130,130,120,120,120,120,120,120,120,120,120,6.5,6,6,6
2018-10-07 17:00:00,33,24.5,24.5,130,130,130,120,120,120,120,120,120,120,120,120,6.5,6,6,6
2018-10-07 18:00:00,33,29,29,190,190,190,140,140,140,130,130,130,120,120,120,9.5,7,6.5,6
2018-10-07 19:00:00,33,29,29,190,190,190,140,140,140,130,130,130,120,120,120,9.5,7,6.5,6
2018-10-07 20:00:00,33,29,29,190,190,190,140,140,140,130,130,130,120,120,120,9.5,7,6.5,6
2018-10-07 21:00:00,33,29,29,190,190,190,140,140,140,130,130,130,120,120,120,9.5,7,6.5,6
2018-10-07 22:00:00,33,29,29,190,190,190,140,140,140,130,130,130,120,120,120,9.5,7,6.5,6
2018-10-07 23:00:00,33,29,29,190,190,190,140,140,140,130,130,130,120,120,120,9.5,7,6.5,6.5
2018-10-08 00:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 01:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 02:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 03:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 04:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 05:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 06:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 07:00:00,33,24.5,24.5,160,160,160,110,110,110,110,110,110,110,110,110,8,5.5,5.5,5.5
2018-10-08 08:00:00,33,22,22,140,140,140,100,100,100,80,80,80,120,120,120,7,5,4,6
2018-10-08 09:00:00,33,24.5,24.5,150,150,150,110,110,110,110,110,110,120,120,120,7.5,5.5,5.5,6
2018-10-08 10:00:00,33,21.5,26,150,150,150,110,110,110,110,110,110,120,120,120,7.5,5.5,5.5,6
2018-10-08 11:00:00,33,19.5,26,150,150,150,80,80,80,40,40,40,120,120,120,7.5,4,2,6
2018-10-08 12:00:00,33,18.5,26,110,110,110,90,90,90,70,70,70,120,120,120,5.5,4.5,3.5,6
2018-10-08 13:00:00,33,21.5,21.5,120,120,120,100,100,100,100,100,100,110,110,110,6,5,5,5.5
2018-10-08 14:00:00,,,,,,,,,,,,,,,,,,,
2018-10-08 15:00:00,24,11,28,60,60,60,20,20,20,80,80,80,60,60,60,3,1,4,3
2018-10-08 16:00:00,33,21.5,30,,,,,,,,,,,,,9,6,2.5,4
2018-10-08 17:00:00,33,27,32,,,,,,,,,,,,,9,6,2.5,4
2018-10-08 18:00:00,33,14,31,,,,,,,,,,,,,3.5,3.5,4,3
2018-10-08 19:00:00,33,25,31,,,,,,,,,,,,,3.5,7.5,7,7
2018-10-08 19:30:00,,,,,,,,,,,,,,,,,,,
2018-10-08 20:00:00,,,,,,,,,,,,,,,,,,,
2018-10-08 21:00:00,33,28,28,,,,,,,,,,,,,9,6,6.5,6.5
2018-10-08 22:00:00,33,28,28,,,,,,,,,,,,,9,6.5,6.5,6.5
2018-10-08 23:00:00,33,28,28,190,190,190,130,130,130,130,130,130,130,130,130,9,6.5,6.5,6.5
2018-10-10 00:00:00,33,25.5,25.5,160,160,160,110,110,110,120,120,120,120,120,120,8,5.5,6,6
2018-10-10 01:00:00,33,24,24,160,160,160,100,100,100,160,160,160,120,120,120,8,5,8,6
2018-10-10 02:00:00,33,23.5,23.5,150,150,150,100,100,100,160,160,160,110,110,110,7.5,5,8,5.5
2018-10-10 03:00:00,33,22.5,22.5,140,140,140,100,100,100,110,110,110,100,100,100,7,5,5.5,5
2018-10-10 04:00:00,33,22,22,140,140,140,100,100,100,100,100,100,100,100,100,7,5,5,5
2018-10-10 05:00:00,33,21,21,140,140,140,90,90,90,100,100,100,90,90,90,7,4.5,5,4.5
2018-10-10 06:00:00,33,21,21,140,140,140,90,90,90,100,100,100,90,90,90,7,4.5,5,4.5
2018-10-10 07:00:00,33,21,21,140,140,140,90,90,90,100,100,100,90,90,90,7,4.5,5,4.5
2018-10-10 08:00:00,33,19.5,19.5,130,130,130,90,90,90,80,80,80,90,90,90,6.5,4.5,4,4.5
2018-10-10 09:00:00,33,23.5,23.5,160,160,160,100,100,100,120,120,120,90,90,90,8,5,6,4.5
2018-10-10 10:00:00,33,23.5,23.5,160,160,160,100,100,100,120,120,120,90,90,90,8,5,6,4.5
2018-10-10 11:00:00,33,22,25,160,160,160,110,110,110,50,50,50,120,120,120,8,5.5,2.5,6
2018-10-10 12:00:00,33,25,25,160,160,160,110,110,110,110,110,110,120,120,120,8,5.5,5.5,6
2018-10-10 13:00:00,33,25,25,160,160,160,110,110,110,110,110,110,120,120,120,8,5.5,5.5,6
2018-10-10 14:00:00,33,25,25,140,140,140,90,90,90,110,110,110,120,120,120,7,4.5,5.5,6
2018-10-10 15:00:00,33,22,22,140,140,140,90,90,90,110,110,110,100,100,100,7,4.5,5.5,5
2018-10-10 16:00:00,,,,,,,,,,,,,,,,,,,
2018-10-10 17:00:00,33,21.5,21.5,150,150,150,80,80,80,100,100,100,100,100,100,7.5,4,5,5
2018-10-10 18:00:00,33,21.5,21.5,150,150,150,80,80,80,100,100,100,100,100,100,7.5,4,5,5
2018-10-10 19:00:00,33,23,23,150,150,150,100,100,100,110,110,110,100,100,100,7.5,5,5.5,5
2018-10-10 19:30:00,,,,,,,,,,,,,,,,,,,
2018-10-10 20:00:00,33,23,23,150,150,150,100,100,100,110,110,110,100,100,100,7.5,5,5.5,5
2018-10-10 21:00:00,33,23,23,150,150,150,100,100,100,110,110,110,100,100,100,7.5,5,5.5,5
2018-10-10 22:00:00,33,20,20,140,140,140,100,100,100,100,100,100,60,60,60,7,5,5,3
2018-10-10 23:00:00,33,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-11 00:00:00,33,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-11 01:00:00,33,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-11 02:00:00,33,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-11 03:00:00,33,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-11 04:00:00,33,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-11 05:00:00,33,16,16,80,80,80,80,80,80,80,80,80,80,80,80,4,4,4,4
2018-10-11 06:00:00,33,16,16,80,80,80,80,80,80,80,80,80,80,80,80,4,4,4,4
2018-10-11 07:00:00,33,16,16,80,80,80,80,80,80,80,80,80,80,80,80,4,4,4,4
2018-10-11 08:00:00,33,16.5,16.5,80,80,80,90,90,90,80,80,80,80,80,80,4,4.5,4,4
2018-10-11 09:00:00,33,20.5,20.5,140,140,140,90,90,90,90,90,90,90,90,90,7,4.5,4.5,4.5
2018-10-11 10:00:00,33,20.5,20.5,140,140,140,90,90,90,90,90,90,90,90,90,7,4.5,4.5,4.5
2018-10-11 11:00:00,33,20.5,20.5,140,140,140,90,90,90,90,90,90,90,90,90,7,4.5,4.5,4.5
2018-10-11 12:00:00,33,20.5,20.5,140,140,140,90,90,90,90,90,90,90,90,90,7,4.5,4.5,4.5
2018-10-11 13:00:00,33,20.5,20.5,140,140,140,90,90,90,90,90,90,90,90,90,7,4.5,4.5,4.5
2018-10-11 14:00:00,33,20.5,20.5,140,140,140,90,90,90,90,90,90,80,80,80,7,4.5,4.5,4
2018-10-11 15:00:00,33,17.5,21,150,150,150,80,80,80,40,40,40,80,80,80,7.5,4,2,4
2018-10-11 16:00:00,33,21,21,150,150,150,80,80,80,110,110,110,80,80,80,7.5,4,5.5,4
2018-10-11 17:00:00,33,21,21,150,150,150,80,80,80,110,110,110,80,80,80,7.5,4,5.5,4
2018-10-11 18:00:00,33,22,22,150,150,150,90,90,90,110,110,110,80,80,80,7.5,4.5,5.5,4
2018-10-11 19:00:00,33,21.5,21.5,150,150,150,90,90,90,110,110,110,80,80,80,7.5,4.5,5.5,4
2018-10-11 19:30:00,,,,,,,,,,,,,,,,,,,
2018-10-11 20:00:00,33,21.5,21.5,150,150,150,90,90,90,110,110,110,80,80,80,7.5,4.5,5.5,4
2018-10-11 21:00:00,33,22,22,150,150,150,90,90,90,110,110,110,90,90,90,7.5,4.5,5.5,4.5
2018-10-11 22:00:00,33,22,22,150,150,150,90,90,90,110,110,110,90,90,90,7.5,4.5,5.5,4.5
2018-10-11 23:00:00,33,22,22,150,150,150,90,90,90,110,110,110,90,90,90,7.5,4.5,5.5,4.5
2018-10-13 00:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 01:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 02:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 03:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 04:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 05:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 06:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 07:00:00,33,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-13 08:00:00,33,17.5,17.5,120,120,120,70,70,70,80,80,80,80,80,80,6,3.5,4,4
2018-10-13 09:00:00,33,19,19,130,130,130,70,70,70,90,90,90,90,90,90,6.5,3.5,4.5,4.5
2018-10-13 10:00:00,33,17.5,17.5,130,130,130,70,70,70,60,60,60,90,90,90,6.5,3.5,3,4.5
2018-10-13 11:00:00,33,17.5,17.5,130,130,130,70,70,70,60,60,60,90,90,90,6.5,3.5,3,4.5
2018-10-13 12:00:00,33,20.5,20.5,130,130,130,80,80,80,120,120,120,100,100,100,6.5,4,6,5
2018-10-13 13:00:00,33,17.5,17.5,100,100,100,80,80,80,80,80,80,90,90,90,5,4,4,4.5
2018-10-13 14:00:00,33,18,18,120,120,120,70,70,70,80,80,80,90,90,90,6,3.5,4,4.5
2018-10-13 15:00:00,25,14.5,18,60,60,60,50,50,50,90,90,90,90,90,90,3,2.5,4.5,4.5
2018-10-13 16:00:00,25,17,19.5,70,70,70,80,80,80,90,90,90,100,100,100,3.5,4,4.5,5
2018-10-13 17:00:00,25,20.5,20.5,130,130,130,90,90,90,90,90,90,100,100,100,6.5,4.5,4.5,5
2018-10-13 18:00:00,25,20,20,140,140,140,80,80,80,70,70,70,110,110,110,7,4,3.5,5.5
2018-10-13 19:00:00,25,21,21,140,140,140,80,80,80,100,100,100,100,100,100,7,4,5,5
2018-10-13 19:30:00,25,20.5,20.5,130,130,130,90,90,90,90,90,90,100,100,100,6.5,4.5,4.5,5
2018-10-13 20:00:00,25,21,21,140,140,140,90,90,90,90,90,90,100,100,100,7,4.5,4.5,5
2018-10-13 21:00:00,25,21,21,140,140,140,90,90,90,90,90,90,100,100,100,7,4.5,4.5,5
2018-10-13 22:00:00,25,21,21,140,140,140,90,90,90,90,90,90,100,100,100,7,4.5,4.5,5
2018-10-13 23:00:00,25,21,21,110,110,110,90,90,90,90,90,90,100,100,100,5.5,4.5,4.5,5
2018-10-14 00:00:00,25,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-14 01:00:00,25,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-14 02:00:00,25,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-14 03:00:00,25,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-14 04:00:00,25,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-14 05:00:00,25,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-14 06:00:00,25,15,15,100,100,100,70,70,70,60,60,60,70,70,70,5,3.5,3,3.5
2018-10-14 07:00:00,25,17,17,110,110,110,80,80,80,80,80,80,70,70,70,5.5,4,4,3.5
2018-10-14 08:00:00,25,17.5,17.5,110,110,110,80,80,80,80,80,80,80,80,80,5.5,4,4,4
2018-10-14 09:00:00,25,21,21,140,140,140,90,90,90,100,100,100,90,90,90,7,4.5,5,4.5
2018-10-14 10:00:00,25,21,21,140,140,140,90,90,90,100,100,100,90,90,90,7,4.5,5,4.5
2018-10-14 11:00:00,25,21,21,140,140,140,90,90,90,100,100,100,90,90,90,7,4.5,5,4.5
2018-10-14 12:00:00,25,21,21,140,140,140,90,90,90,100,100,100,90,90,90,7,4.5,5,4.5
2018-10-14 13:00:00,25,19,19,120,120,120,80,80,80,100,100,100,90,90,90,6,4,5,4.5
2018-10-14 14:00:00,25,18.5,18.5,120,120,120,80,80,80,100,100,100,90,90,90,6,4,5,4.5
2018-10-14 15:00:00,25,18.5,18.5,90,90,90,80,80,80,120,120,120,90,90,90,4.5,4,6,4.5
2018-10-14 16:00:00,25,16.5,19.5,80,80,80,80,80,80,120,120,120,50,50,50,4,4,6,2.5
2018-10-14 17:00:00,25,12,19.5,40,40,40,70,70,70,40,40,40,90,90,90,2,3.5,2,4.5
2018-10-14 18:00:00,25,20.5,21.5,160,160,160,80,80,80,70,70,70,100,100,100,8,4,3.5,5
2018-10-14 19:00:00,25,19.5,19.5,100,100,100,90,90,90,110,110,110,90,90,90,5,4.5,5.5,4.5
2018-10-14 19:30:00,25,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-14 20:00:00,25,20.5,21.5,120,120,120,90,90,90,90,90,90,110,110,110,6,4.5,4.5,5.5
2018-10-14 21:00:00,25,20.5,21.5,120,120,120,90,90,90,90,90,90,110,110,110,6,4.5,4.5,5.5
2018-10-14 22:00:00,25,20,20,130,130,130,80,80,80,90,90,90,100,100,100,6.5,4,4.5,5
2018-10-14 23:00:00,25,20,20,130,130,130,80,80,80,90,90,90,100,100,100,6.5,4,4.5,5
2018-10-15 00:00:00,25,20,20,130,130,130,80,80,80,90,90,90,100,100,100,6.5,4,4.5,5
2018-10-15 01:00:00,25,20,20,120,120,120,80,80,80,80,80,80,100,100,100,6,4,4,5
2018-10-15 02:00:00,25,20,20,120,120,120,80,80,80,80,80,80,90,90,90,6,4,4,4.5
2018-10-15 03:00:00,25,16,18,120,120,120,80,80,80,80,80,80,80,80,80,6,4,4,4
2018-10-15 04:00:00,25,16.5,16.5,110,110,110,80,80,80,70,70,70,70,70,70,5.5,4,3.5,3.5
2018-10-15 05:00:00,25,16,16,100,100,100,80,80,80,70,70,70,70,70,70,5,4,3.5,3.5
2018-10-15 06:00:00,25,16,16,100,100,100,80,80,80,70,70,70,70,70,70,5,4,3.5,3.5
2018-10-15 07:00:00,25,16,16,100,100,100,80,80,80,60,60,60,80,80,80,5,4,3,4
2018-10-15 08:00:00,25,16,16,100,100,100,80,80,80,60,60,60,80,80,80,5,4,3,4
2018-10-15 09:00:00,25,18,20,100,100,100,90,90,90,90,90,90,80,80,80,5,4.5,4.5,4
2018-10-15 10:00:00,25,16,23,140,140,140,70,70,70,30,30,30,90,90,90,7,3.5,1.5,4.5
2018-10-15 11:00:00,25,16,23,100,100,100,90,90,90,80,80,80,50,50,50,5,4.5,4,2.5
2018-10-15 12:00:00,25,15,23,90,90,90,90,90,90,70,70,70,50,50,50,4.5,4.5,3.5,2.5
2018-10-15 13:00:00,25,18,18,100,100,100,100,100,100,80,80,80,80,80,80,5,5,4,4
2018-10-15 14:00:00,25,18,18,120,120,120,100,100,100,80,80,80,80,80,80,6,5,4,4
2018-10-15 15:00:00,25,16,16,150,150,150,90,90,90,40,40,40,40,40,40,7.5,4.5,2,2
2018-10-15 16:00:00,25,17,17,50,50,50,60,60,60,120,120,120,110,110,110,2.5,3,6,5.5
2018-10-15 17:00:00,25,16.5,16.5,90,90,90,80,80,80,110,110,110,50,50,50,4.5,4,5.5,2.5
2018-10-15 18:00:00,25,18.5,18.5,160,160,160,90,90,90,40,40,40,60,60,60,8,4.5,2,3
2018-10-15 19:00:00,25,20.5,20.5,140,140,140,100,100,100,120,120,120,50,50,50,7,5,6,2.5
2018-10-15 19:30:00,,,,,,,,,,,,,,,,,,,
2018-10-15 20:00:00,25,20.5,20.5,150,150,150,100,100,100,110,110,110,50,50,50,7.5,5,5.5,2.5
2018-10-15 21:00:00,25,20.5,20.5,160,160,160,50,50,50,80,80,80,110,110,110,8,2.5,4,5.5
2018-10-15 22:00:00,25,20.5,20.5,140,140,140,70,70,70,100,100,100,100,100,100,7,3.5,5,5
2018-10-15 23:00:00,25,20.5,20.5,130,130,130,90,90,90,100,100,100,90,90,90,6.5,4.5,5,4.5
2018-10-16 00:00:00,25,18.5,18.5,120,120,120,80,80,80,90,90,90,80,80,80,6,4,4.5,4
2018-10-16 01:00:00,25,18.5,18.5,120,120,120,80,80,80,90,90,90,80,80,80,6,4,4.5,4
2018-10-16 02:00:00,25,17.5,17.5,110,110,110,80,80,80,80,80,80,80,80,80,5.5,4,4,4
2018-10-16 03:00:00,25,17.5,17.5,110,110,110,80,80,80,80,80,80,80,80,80,5.5,4,4,4
2018-10-16 04:00:00,25,17.5,17.5,110,110,110,80,80,80,80,80,80,80,80,80,5.5,4,4,4
2018-10-16 05:00:00,25,17,17,100,100,100,80,80,80,80,80,80,80,80,80,5,4,4,4
2018-10-16 06:00:00,25,16.5,16.5,110,110,110,80,80,80,70,70,70,70,70,70,5.5,4,3.5,3.5
2018-10-16 07:00:00,25,17.5,17.5,110,110,110,80,80,80,80,80,80,80,80,80,5.5,4,4,4
2018-10-16 08:00:00,25,16,16,100,100,100,60,60,60,80,80,80,80,80,80,5,3,4,4
2018-10-16 09:00:00,25,18,18,80,80,80,80,80,80,120,120,120,80,80,80,4,4,6,4
2018-10-16 10:00:00,25,18,18,80,80,80,80,80,80,120,120,120,80,80,80,4,4,6,4
2018-10-16 11:00:00,25,17,17,120,120,120,40,40,40,100,100,100,80,80,80,6,2,5,4
2018-10-16 12:00:00,25,17,17,120,120,120,80,80,80,40,40,40,100,100,100,6,4,2,5
2018-10-16 13:00:00,25,15.5,15.5,130,130,130,80,80,80,60,60,60,100,100,100,6.5,4,3,5
2018-10-16 14:00:00,25,18,18,120,120,120,80,80,80,60,60,60,100,100,100,6,4,3,5
2018-10-16 15:00:00,25,16.5,23,90,90,90,90,90,90,100,100,100,50,50,50,4.5,4.5,5,2.5
2018-10-16 16:00:00,25,16,23,100,100,100,10,10,10,110,110,110,100,100,100,5,0.5,5.5,5
2018-10-16 17:00:00,25,19.5,19.5,150,150,150,100,100,100,100,100,100,40,40,40,7.5,5,5,2
2018-10-16 18:00:00,25,18.5,24,150,150,150,70,70,70,40,40,40,110,110,110,7.5,3.5,2,5.5
2018-10-16 19:00:00,25,16.5,24,110,110,110,70,70,70,100,100,100,50,50,50,5.5,3.5,5,2.5
2018-10-16 19:30:00,25,23,23,150,150,150,110,110,110,100,100,100,110,110,110,7.5,5.5,5,5.5
2018-10-16 20:00:00,25,22,22,140,140,140,100,100,100,100,100,100,100,100,100,7,5,5,5
2018-10-16 21:00:00,25,22,26,140,140,140,100,100,100,100,100,100,100,100,100,7,5,5,5
2018-10-16 22:00:00,25,23,23,140,140,140,100,100,100,100,100,100,100,100,100,7,5,5,5
2018-10-16 23:00:00,25,20.5,20.5,130,130,130,90,90,90,100,100,100,90,90,90,6.5,4.5,5,4.5
2018-10-18 00:00:00,25,21.5,21.5,140,140,140,90,90,90,100,100,100,100,100,100,7,4.5,5,5
2018-10-18 01:00:00,25,19.5,19.5,130,130,130,80,80,80,90,90,90,90,90,90,6.5,4,4.5,4.5
2018-10-18 02:00:00,25,19.5,19.5,130,130,130,80,80,80,90,90,90,90,90,90,6.5,4,4.5,4.5
2018-10-18 03:00:00,25,18,18,120,120,120,80,80,80,80,80,80,80,80,80,6,4,4,4
2018-10-18 04:00:00,25,18,18,120,120,120,80,80,80,80,80,80,80,80,80,6,4,4,4
2018-10-18 05:00:00,25,18,18,120,120,120,80,80,80,80,80,80,80,80,80,6,4,4,4
2018-10-18 06:00:00,25,18,18,120,120,120,80,80,80,80,80,80,80,80,80,6,4,4,4
2018-10-18 07:00:00,25,16,16,120,120,120,80,80,80,80,80,80,40,40,40,6,4,4,2
2018-10-18 08:00:00,25,18,18,120,120,120,80,80,80,80,80,80,80,80,80,6,4,4,4
2018-10-18 09:00:00,25,19,19,120,120,120,90,90,90,90,90,90,80,80,80,6,4.5,4.5,4
2018-10-18 10:00:00,25,17.5,20,90,90,90,90,90,90,90,90,90,80,80,80,4.5,4.5,4.5,4
2018-10-18 11:00:00,25,17.5,20,90,90,90,90,90,90,90,90,90,80,80,80,4.5,4.5,4.5,4
2018-10-18 12:00:00,25,20,20,140,140,140,90,90,90,90,90,90,80,80,80,7,4.5,4.5,4
2018-10-18 13:00:00,25,20,20,140,140,140,90,90,90,90,90,90,80,80,80,7,4.5,4.5,4
2018-10-18 14:00:00,25,18.5,18.5,120,120,120,90,90,90,80,80,80,80,80,80,6,4.5,4,4
2018-10-18 15:00:00,25,16,16,80,80,80,70,70,70,90,90,90,70,70,70,4,3.5,4.5,3.5
2018-10-18 16:00:00,25,16,16,80,80,80,70,70,70,90,90,90,70,70,70,4,3.5,4.5,3.5
2018-10-18 17:00:00,25,17.5,17.5,120,120,120,70,70,70,80,80,80,80,80,80,6,3.5,4,4
2018-10-18 18:00:00,25,18.5,18.5,100,100,100,70,70,70,100,100,100,100,100,100,5,3.5,5,5
2018-10-18 19:00:00,25,21,21,140,140,140,80,80,80,100,100,100,100,100,100,7,4,5,5
2018-10-18 19:30:00,25,21,21,140,140,140,80,80,80,100,100,100,100,100,100,7,4,5,5
2018-10-18 20:00:00,25,21,21,140,140,140,80,80,80,100,100,100,100,100,100,7,4,5,5
2018-10-18 21:00:00,25,21,21,140,140,140,80,80,80,100,100,100,100,100,100,7,4,5,5
2018-10-18 22:00:00,25,19.5,19.5,130,130,130,90,90,90,90,90,90,90,90,90,6.5,4.5,4.5,4.5
2018-10-18 23:00:00,25,19.5,19.5,130,130,130,90,90,90,90,90,90,90,90,90,6.5,4.5,4.5,4.5
2018-10-19 00:00:00,25,17.5,17.5,120,120,120,70,70,70,80,80,85,80,80,80,6,3.5,4,4
2018-10-19 01:00:00,25,17.5,17.5,120,120,120,70,70,70,80,80,80,80,80,80,6,3.5,4,4
2018-10-19 02:00:00,25,17,17,110,110,110,80,80,80,70,70,70,70,70,70,5.5,4,3.5,3.5
2018-10-19 03:00:00,25,17,17,110,110,110,80,80,80,70,70,70,80,80,80,5.5,4,3.5,4
2018-10-19 04:00:00,25,17,17,110,110,110,80,80,80,70,70,70,80,80,80,5.5,4,3.5,4
2018-10-19 05:00:00,25,16.5,16.5,110,110,110,80,80,80,70,70,70,70,70,70,5.5,4,3.5,3.5
2018-10-19 06:00:00,25,15.5,15.5,10,100,100,80,80,80,60,60,60,70,70,70,5,4,3,3.5
2018-10-19 07:00:00,25,15.5,15.5,100,100,100,80,80,80,60,60,60,70,70,70,5,4,3,3.5
2018-10-19 08:00:00,25,14.5,14.5,110,110,110,70,70,70,60,60,60,50,50,50,5.5,3.5,3,2.5
2018-10-19 09:00:00,25,14.5,14.5,110,110,110,70,70,70,60,60,60,50,50,50,5.5,3.5,3,2.5
2018-10-19 10:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 11:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 12:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 13:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 14:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 15:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 16:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 17:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 18:00:00,25,15.5,15.5,110,110,110,80,80,80,60,60,60,60,60,60,5.5,4,3,3
2018-10-19 19:00:00,25,20,20,140,140,140,100,100,100,80,80,80,80,80,80,7,5,4,4
2018-10-19 19:30:00,,,,,,,,,,,,,,,,,,,
2018-10-19 20:00:00,25,20,20,140,140,140,100,100,100,80,80,80,80,80,80,7,5,4,4
2018-10-19 21:00:00,25,20,20,140,140,140,100,100,100,80,80,80,80,80,80,7,5,4,4
2018-10-19 22:00:00,,,,,,,,,,,,,,,,,,,
2018-10-19 23:00:00,,,,,,,,,,,,,,,,,,,
2018-10-21 00:00:00,25,21.5,21.5,130,130,130,,100,100,120,120,120,100,100,100,6.5,5,6,5
