DateTime,Power(MW),Supply(MW),Demand(MW),T-1-R,T-1-Y,T-1-B,T-2-R,T-2-Y,T-2-B,T-3-R,T-3-Y,T-3-B,T-4-R,T-4-Y,T-4-B,T-1(MW),T-2(MW),T-3(MW),T-4(MW)
2019-05-06 02:00:00,33,26,26,160,160,160,120,120,120,100,100,100,140,140,140,8,6,5,7
2019-05-06 03:00:00,33,26,26,160,160,160,102,120,120,100,100,100,140,140,140,8,6,5,7
2019-05-06 04:00:00,33,26,26,160,160,160,120,120,120,100,100,100,140,140,140,8,6,5,7
2019-05-06 05:00:00,33,23,23,140,140,140,100,100,100,100,100,100,120,120,120,7,5,5,6
2019-05-06 06:00:00,33,23,23,140,140,140,100,100,100,100,100,100,120,120,120,7,5,5,6
2019-05-06 07:00:00,33,18.9,18.9,140,140,140,80,80,80,80,80,80,90,90,90,7,4,4,4.5
2019-05-06 08:00:00,33,20,20,120,120,120,100,100,100,80,80,80,100,100,100,6,5,4,5
2019-05-06 09:00:00,33,21.5,21.5,140,140,140,90,90,90,90,90,90,120,120,120,7,4.5,4.5,6
2019-05-06 10:00:00,33,21.5,21.5,140,140,140,90,90,90,90,90,90,120,120,120,7,4.5,4.5,6
2019-05-06 11:00:00,33,21.5,21.5,140,140,140,90,90,90,90,90,90,120,120,120,7,4.5,4.5,6
2019-05-06 12:00:00,33,16.5,16.5,80,80,80,90,90,90,90,90,90,70,70,70,4,4.5,4.5,3.5
2019-05-06 13:00:00,,,,,,,,,,,,,,,,,,,
2019-05-06 14:00:00,,,,,,,,,,,,,,,,,,,
2019-05-06 15:00:00,,10.5,15.5,,,,20,20,20,70,70,70,120,120,120,,1,3.5,6
2019-05-06 16:00:00,33,22.5,22.5,150,150,150,120,120,120,60,60,60,120,120,120,7.5,6,3,6
2019-05-06 17:00:00,33,22.5,22.5,150,150,150,120,120,120,60,60,60,120,120,120,7.5,6,3,6
2019-05-06 18:00:00,33,20,20,110,110,110,60,60,60,120,120,120,120,120,120,5,3,6,6
2019-05-06 19:00:00,33,18.5,29,120,120,120,50,50,50,130,130,130,70,70,70,6,2.5,6.5,3.5
2019-05-06 19:30:00,33,19,19,120,120,120,60,60,60,130,130,130,70,70,70,6,3,6.5,3.5
2019-05-06 20:00:00,33,22,29,160,160,160,80,80,80,60,60,60,140,140,140,8,4,3,7
2019-05-06 21:00:00,33,22,29,100,100,100,80,80,80,120,120,120,140,140,140,5,4,6,7
2019-05-06 22:00:00,33,21.5,29,110,110,110,120,120,120,130,130,130,70,70,70,5.5,6,6.5,3.5
2019-05-06 23:00:00,33,23,26,160,160,160,110,110,110,50,50,50,140,140,140,8,5.5,2.5,7
2019-05-07 00:00:00,33,23,25,130,130,130,70,70,70,120,120,120,140,140,140,6.5,3.5,6,7
2019-05-07 01:00:00,33,24.5,24.5,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-07 02:00:00,33,24.5,24.5,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-07 03:00:00,33,24.5,24.5,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-07 04:00:00,33,24.5,24.5,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-07 05:00:00,33,24.5,24.5,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-07 06:00:00,33,24,24,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-07 07:00:00,33,22,22,120,120,120,100,100,100,120,120,120,130,130,130,6,5,6,6.5
2019-05-07 08:00:00,33,23,23,130,130,130,100,100,100,110,110,110,120,120,120,6.5,5,5.5,6
2019-05-07 09:00:00,33,23,23,130,130,130,100,100,100,110,110,110,120,120,120,6.5,5,5.5,6
2019-05-07 10:00:00,33,23.1,23.1,130,130,130,100,100,100,110,110,110,120,120,120,6.5,5,5.5,6
2019-05-07 11:00:00,33,21,21,130,130,130,100,100,100,70,70,70,120,120,120,6.5,5,3.5,6
2019-05-07 12:00:00,33,16,16,130,130,130,80,80,80,110,110,110,,,,6,4,5.5,
2019-05-07 13:00:00,33,22,22,130,130,130,80,80,80,90,90,90,140,140,140,6.5,4,4.5,7
2019-05-07 14:00:00,33,21.5,21.5,190,190,190,110,110,110,90,90,90,140,140,140,4.5,5.5,4.5,7
2019-05-07 15:00:00,33,22,26,160,160,160,110,110,110,110,110,110,70,70,70,8,5.5,5.5,3.5
2019-05-07 16:00:00,33,25,26,150,150,150,100,100,100,120,120,120,130,130,130,7.5,5,6,6.5
2019-05-07 17:00:00,33,24.5,24.5,140,140,140,110,110,110,110,110,110,130,130,130,7,5.5,5.5,6.5
2019-05-07 18:00:00,33,22.5,22.5,140,140,140,100,100,100,100,100,100,120,120,120,7,5,5,6
2019-05-07 19:00:00,33,25.5,25.5,140,140,140,120,120,120,120,120,120,130,130,130,7,6,6,6.5
2019-05-07 19:30:00,25,18.5,25.5,100,100,100,80,80,80,120,120,120,70,70,70,5,4,6,3.5
2019-05-07 20:00:00,33,27,26.5,150,150,150,130,130,130,120,120,120,140,140,140,7.5,6.5,6,7
2019-05-07 21:00:00,33,27,27,150,150,150,130,130,130,120,120,120,140,140,140,7.5,6.5,6,7
2019-05-07 22:00:00,33,27,27,150,150,150,130,130,130,120,120,120,140,140,140,7.5,6.5,6,7
2019-05-07 23:00:00,33,21.5,21.5,140,140,140,110,110,110,100,100,100,80,80,80,7,5.5,5,4
2019-05-07 23:00:00,,,,,,,,,,,,,,,,,,,
2019-05-08 00:00:00,33,24.5,24.5,140,140,140,110,110,110,100,100,100,140,140,140,7,5.5,5,7
2019-05-08 01:00:00,33,23.5,24.5,130,130,130,100,100,100,100,100,100,140,140,140,6.5,5,5,7
2019-05-08 02:00:00,33,23,23,130,130,130,100,100,100,100,100,100,140,140,140,6.5,5,5,7
2019-05-08 03:00:00,33,23,23,130,130,130,100,100,100,100,100,100,130,130,130,6.5,5,5,6.5
2019-05-08 04:00:00,33,23,23,130,130,130,100,100,100,100,100,100,130,130,130,6.5,5,5,6.5
2019-05-08 05:00:00,33,23,23,140,140,140,110,110,110,100,100,100,110,110,110,7.5,5.5,5,5.5
2019-05-08 06:00:00,33,22.5,22.5,140,140,140,110,110,110,90,90,90,110,110,110,7,5.5,4.5,5.5
2019-05-08 07:00:00,33,22.5,22.5,140,140,140,110,110,110,90,90,90,110,110,110,7,5.5,4.5,5.5
2019-05-08 08:00:00,25,18.8,18.8,90,90,90,100,100,100,60,60,60,120,120,120,4.5,5,3,6
2019-05-08 09:00:00,,,,90,90,90,100,100,100,,,,,,,4.5,5,,
2019-05-08 10:00:00,25,,,90,90,90,100,100,100,80,80,80,70,70,70,4.5,5,4,3.5
2019-05-08 11:00:00,33,23.5,23.5,150,150,150,120,120,120,60,60,60,140,140,140,7.5,6,3,7
2019-05-08 12:00:00,33,23.5,23.5,150,150,150,120,120,120,60,60,60,140,140,140,7.5,6,3,7
2019-05-08 13:00:00,33,23.5,23.5,150,150,150,120,120,120,60,60,60,140,140,140,7.5,6,3,7
2019-05-08 14:00:00,33,23.5,,150,150,150,120,120,120,60,60,60,140,140,140,7.5,6,3,7
2019-05-08 15:00:00,33,23.5,26,150,150,150,120,120,120,60,60,60,140,140,140,7.5,6,3,7
2019-05-08 16:00:00,33,23,26,150,150,150,120,120,120,120,120,120,70,70,70,6.5,6,6,3.5
2019-05-08 17:00:00,33,23,,150,150,150,120,120,120,120,120,120,140,140,140,7.5,6,6,7
2019-05-08 18:00:00,33,26.5,26.5,150,150,150,120,120,120,120,120,120,140,140,140,7.5,6,6,7
2019-05-08 19:00:00,33,26,26.5,150,150,150,120,120,120,120,120,120,140,140,140,7.5,6,6,7
2019-05-08 19:30:00,,,,,,,,,,,,,,,,,,,
2019-05-08 20:00:00,33,26,26.5,150,150,150,120,120,120,120,120,120,140,140,140,7.5,6,6,7
2019-05-08 21:00:00,33,26,26.5,150,150,150,120,120,120,120,120,120,140,140,140,7.5,6,6,7
2019-05-08 22:00:00,33,26,26,150,150,150,120,120,120,120,120,120,140,140,140,7.5,6,6,7
2019-05-08 23:00:00,33,24,26,140,140,140,80,80,80,120,120,120,140,140,140,7,4,6,7
2019-05-09 00:00:00,33,25.5,25.5,130,130,130,120,120,120,120,120,120,140,140,140,6.5,6,6,7
2019-05-09 01:00:00,33,24.5,24.5,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-09 02:00:00,33,24.5,24.5,130,130,130,100,100,100,120,120,120,140,140,140,6.5,5,6,7
2019-05-09 03:00:00,33,25.5,25.5,140,140,140,110,110,110,120,120,120,140,140,140,7,5.5,6,7
2019-05-09 04:00:00,33,23.5,23.5,130,130,130,100,100,100,120,120,120,120,120,120,6.5,5,6,6
2019-05-09 05:00:00,33,22.5,22.5,120,120,120,100,100,100,120,120,120,110,110,110,6,5,6,5.5
2019-05-09 06:00:00,33,22.5,22.5,120,120,120,100,100,100,120,120,120,110,110,110,6,5,6,5.5
2019-05-09 07:00:00,33,23,23,130,130,130,100,100,100,110,110,110,120,120,120,6.5,5,5.5,6
2019-05-09 08:00:00,33,23.5,23.5,130,130,130,100,100,100,120,120,120,120,120,120,6.5,5,6,6
2019-05-09 09:00:00,33,23.5,23.5,130,130,130,100,100,100,120,120,120,120,120,120,6.5,5,6,6
2019-05-09 10:00:00,33,23.5,23.5,140,140,140,100,100,100,120,120,120,120,120,120,7,5,6,6
2019-05-09 11:00:00,33,23.5,23.5,140,140,140,100,100,100,120,120,120,120,120,120,7,5,6,6
2019-05-09 12:00:00,33,23.5,23.5,140,140,140,100,100,100,120,120,120,120,120,120,7,5,6,6
2019-05-09 13:00:00,33,23.5,23.5,140,140,140,100,100,100,120,120,120,120,120,120,7,5,6,6
2019-05-09 14:00:00,33,21,21,100,100,100,100,100,100,100,100,100,120,120,120,5,5,5,6
2019-05-09 15:00:00,33,21,21,140,140,140,100,100,100,120,120,120,60,60,60,7,5,6,3
2019-05-09 16:00:00,33,19,19,140,140,140,100,100,100,20,20,20,120,120,120,7,5,1,6
2019-05-09 17:00:00,,,,60,60,60,100,100,100,60,60,60,120,120,120,3,5,3,6
2019-05-09 18:00:00,33,12,,140,140,140,100,100,100,60,60,60,120,120,120,7,5,3,6
2019-05-09 19:00:00,33,12.5,12.5,,,,80,80,80,100,100,100,70,70,70,,4,5,3.5
2019-05-09 19:30:00,33,12.5,12.5,,,,80,80,80,100,100,100,70,70,70,,4,5,3.5
2019-05-09 20:00:00,,,,,,,,,,,,,,,,,,,
2019-05-09 21:00:00,,,,,,,,,,,,,,,,,,,
2019-05-09 22:00:00,,,,,,,,,,,,,,,,,,,
2019-05-09 23:00:00,,,,,,,,,,,,,,,,,,,
2019-05-10 00:00:00,33,26,26,150,150,150,110,110,110,130,130,130,130,130,130,7.5,5.5,6.5,6.5
2019-05-10 01:00:00,33,26,26,150,150,150,110,110,110,130,130,130,130,130,130,7.5,5.5,6.5,6.5
2019-05-10 02:00:00,33,26,26,150,150,150,110,110,110,130,130,130,130,130,130,7.5,5.5,6.5,6.5
2019-05-10 03:00:00,33,26,26,150,150,150,110,110,110,130,130,130,130,130,130,7.5,5.5,6.5,6.5
2019-05-10 04:00:00,33,26,26,150,150,150,110,110,110,130,130,130,130,130,130,7.5,5.5,6.5,6.5
2019-05-10 05:00:00,33,26,26,150,150,150,110,110,110,120,120,120,120,120,120,7.5,5.5,6,6
2019-05-10 06:00:00,33,26,36,150,150,150,110,110,110,130,130,130,130,130,130,7.5,5.5,6.5,6.5
2019-05-10 07:00:00,33,24.5,24.5,150,150,150,120,120,120,110,110,110,110,110,110,7.5,6,5.5,5.5
2019-05-10 08:00:00,33,24.5,24.5,150,150,150,120,120,120,110,110,110,110,110,110,7.5,6,5.5,5.5
2019-05-10 09:00:00,33,27,27,150,150,150,120,120,120,110,110,110,110,110,110,7.5,6,5.5,5.5
2019-05-10 10:00:00,33,27,27,150,150,150,130,130,130,110,110,110,110,110,110,7.5,6.5,5.5,5.5
2019-05-10 11:00:00,33,19,19,140,140,140,130,130,130,110,110,110,,,,7,6.5,5.5,
2019-05-10 12:00:00,33,24,24,140,140,140,130,130,130,110,110,110,100,100,100,7,6.5,5.5,5
2019-05-10 13:00:00,33,20.5,20.5,110,110,110,110,110,110,110,110,110,80,80,80,5.5,5.5,5.5,4
2019-05-10 14:00:00,33,19.5,19.5,110,110,110,110,110,110,110,110,110,80,80,80,5.5,5.5,5.5,4
2019-05-10 15:00:00,33,19.5,19.5,110,110,110,110,110,110,100,100,100,80,80,80,5.5,5.5,5,4
2019-05-10 16:00:00,33,20.5,20.5,110,110,110,110,110,110,100,100,100,100,100,100,5.5,5.5,5,5
2019-05-10 17:00:00,33,20.5,20.5,110,110,110,110,110,110,100,100,100,100,100,100,5.5,5.5,5,5
2019-05-10 18:00:00,33,20.5,20.5,110,110,110,110,110,110,100,100,100,100,100,100,5.5,5.5,5,5
2019-05-10 19:00:00,33,23.5,23.5,120,120,120,120,120,120,110,110,110,120,120,120,6,6,5.5,6
2019-05-10 19:30:00,,,,,,,,,,,,,,,,,,,
2019-05-10 20:00:00,33,24.5,24.5,130,130,130,120,120,120,110,110,110,130,130,130,6.5,6,5.5,6.5
2019-05-10 21:00:00,33,24.5,24.5,130,130,130,120,120,120,110,110,110,130,130,130,6.5,6,5.5,6.5
2019-05-10 22:00:00,33,24,24,130,130,130,100,100,100,110,110,110,130,130,130,6.5,5,5.5,6.5
2019-05-10 23:00:00,33,23.5,23.5,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 00:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 01:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 02:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,20,6.5,6,5.5,6
2019-05-11 03:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 04:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 05:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 06:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 07:00:00,33,24,24,130,130,130,120,120,120,110,110,110,120,120,120,6.5,6,5.5,6
2019-05-11 08:00:00,33,23,23,140,140,140,100,100,100,100,100,100,120,120,120,7,5,5,6
2019-05-11 09:00:00,33,24,24,150,150,150,100,100,100,100,100,100,130,130,130,7.5,5,5,6.5
2019-05-11 10:00:00,33,23.5,23.5,140,140,140,100,100,100,100,100,100,130,130,130,7,5,5,6.5
2019-05-11 11:00:00,33,23.5,23.5,140,140,140,100,100,100,100,100,100,130,130,130,7,5,5,6.5
2019-05-11 12:00:00,33,23.5,23.5,140,140,140,100,100,100,100,100,100,130,130,130,7,5,5,6.5
2019-05-11 13:00:00,33,24.5,24.5,160,160,160,120,120,120,90,90,90,120,120,120,8,6,4.5,6
2019-05-11 14:00:00,,,,,,,,,,,,,,,,,,,
2019-05-11 15:00:00,33,19.5,19.5,50,50,50,110,110,110,110,110,110,120,120,120,2.5,5.5,5.5,6
2019-05-11 16:00:00,,,,50,50,50,110,110,110,110,110,110,120,120,120,2.5,5.5,5.5,6
2019-05-11 17:00:00,,,,50,50,50,110,110,110,110,110,110,120,120,120,2.5,5.5,5.5,6
2019-05-11 18:00:00,,,,50,50,50,110,110,110,110,110,110,120,120,120,2.5,5.5,5.5,6
2019-05-11 19:00:00,,,,50,50,50,110,110,110,110,1110,110,120,120,120,2.5,5.5,5.5,6
2019-05-11 19:30:00,,,,,,,,,,,,,,,,,,,
2019-05-11 20:00:00,,,,,,,,,,,,,,,,,,,
2019-05-11 21:00:00,,,,,,,,,,,,,,,,,,,
2019-05-11 22:00:00,,24,,140,140,140,110,110,110,110,110,110,120,120,120,7,5.5,5.5,6
2019-05-11 23:00:00,,25,25,140,140,140,110,110,110,120,120,120,130,130,130,7,5.5,6,6.5
2019-05-12 00:00:00,,,,,,,,,,,,,,,,,,,
2019-05-12 01:00:00,33,24.5,24.5,140,140,140,110,110,110,120,120,120,130,130,130,7,5.5,6,6.5
2019-05-12 02:00:00,33,24.5,24.5,140,140,140,110,110,110,120,120,120,130,130,130,7,5.5,6,6.5
2019-05-12 03:00:00,33,24.5,24.5,140,140,140,110,110,110,120,120,120,120,120,120,7,5.5,6,6
2019-05-12 04:00:00,33,24.5,24.5,140,140,140,110,110,110,120,120,120,120,120,120,7,5.5,6,6
2019-05-12 05:00:00,33,24,24,140,140,140,100,100,100,120,120,120,120,120,120,7,5,6,6
2019-05-12 06:00:00,33,24,24,140,140,140,100,100,100,120,120,120,120,120,120,7,5,6,6
2019-05-12 07:00:00,25,24,24,140,140,140,100,100,100,120,120,120,120,120,120,7,5,6,6
2019-05-12 08:00:00,25,22.5,22.5,140,140,140,70,70,70,120,120,120,120,120,120,7,3.5,6,6
2019-05-12 09:00:00,33,24,24,160,160,160,70,70,70,120,120,120,130,130,130,8,3.5,6,6.5
2019-05-12 10:00:00,33,27.5,27.5,160,160,160,120,120,120,130,130,130,140,140,140,8,6,6.5,7
2019-05-12 11:00:00,33,28,28,160,160,160,120,120,120,130,130,130,150,50,150,8,6,6.5,7.5
2019-05-12 12:00:00,33,24,27.5,90,90,90,110,110,110,130,130,130,150,150,150,4.5,5.5,6.5,7.5
2019-05-12 13:00:00,33,27,27,160,160,160,110,110,110,130,130,130,150,150,150,8,5.5,6.5,7.5
2019-05-12 14:00:00,33,28,28,150,150,150,100,100,100,120,120,120,130,130,130,7.5,5,6,6.5
2019-05-12 15:00:00,33,27,27,160,160,160,120,120,120,120,120,120,140,140,140,8,6,6,7
2019-05-12 16:00:00,33,27,27,160,160,160,120,120,120,120,120,120,140,140,140,8,6,6,7
2019-05-12 17:00:00,33,25,25,150,150,150,110,110,110,110,110,110,130,130,130,7.5,5.5,5.5,6.5
2019-05-12 18:00:00,33,24.5,24.5,140,140,140,110,110,110,110,110,110,130,130,130,7,5.5,5.5,6.5
2019-05-12 19:00:00,33,24,27,110,110,110,120,120,120,120,120,120,130,130,130,5.5,6,6,6.5
2019-05-12 19:30:00,33,25.5,28.5,130,130,130,130,130,130,120,120,120,6,140,140,6.5,6.5,6,7
2019-05-12 20:00:00,33,25.5,28.5,110,110,110,130,130,130,130,130,130,140,140,140,5.5,6.5,6.5,7
2019-05-12 21:00:00,33,25.5,28.5,110,110,110,130,130,130,130,130,130,140,140,140,5.5,6.5,6.5,7
2019-05-12 22:00:00,33,24.5,25.5,160,160,160,130,130,130,130,130,130,70,70,70,8,6.5,16.5,3.5
2019-05-12 23:00:00,33,28,28,160,160,160,130,130,130,130,130,130,140,140,140,8,6.5,6.5,7
2019-05-14 00:00:00,,,,,,,,,,,,,,,,,,,
2019-05-14 01:00:00,25,17,21.5,130,130,130,90,90,90,10,10,10,110,110,110,6.5,4.5,0.5,5.5
2019-05-14 02:00:00,25,20.5,20.5,120,120,120,90,90,90,50,50,50,110,110,110,6.5,4.5,2.5,5.5
2019-05-14 03:00:00,25,20.5,20.5,120,120,120,90,90,90,50,50,50,110,110,110,6,4.5,2.5,5.5
2019-05-14 04:00:00,25,17,20,120,120,120,90,90,90,50,50,50,90,90,90,6,4.5,2.5,4.5
2019-05-14 05:00:00,25,16.5,16.5,110,110,110,80,80,80,50,50,50,90,90,90,5.5,4,2.5,4.5
2019-05-14 06:00:00,25,16.5,16.5,110,110,110,80,80,80,50,50,50,90,90,90,5.5,4,2.5,4.5
2019-05-14 07:00:00,25,18,18,120,120,120,80,80,80,50,50,50,90,90,90,6,4,2.5,4.5
2019-05-14 08:00:00,33,20,20,120,120,120,70,70,70,100,100,100,110,110,110,6,3.5,5,5.5
2019-05-14 09:00:00,33,20,20,110,110,110,80,80,80,100,100,100,110,110,110,5.5,4,5,5.5
2019-05-14 10:00:00,33,,,110,110,110,80,80,80,100,100,100,110,110,110,5.5,4,5,5.5
2019-05-14 11:00:00,33,14,14,,,,90,90,90,60,60,60,130,130,130,,4.5,2,6.5
2019-05-14 12:00:00,33,14,14,,,,90,90,90,60,60,60,130,130,130,,4.5,3,6.5
2019-05-14 13:00:00,33,14.5,14.5,,,,90,90,90,70,70,70,130,130,130,,4.5,3.5,6.5
2019-05-14 14:00:00,33,14.5,14.5,,,,90,90,90,70,70,70,130,130,130,,4.5,3.5,6.5
2019-05-14 15:00:00,33,16,16,160,160,160,90,90,90,70,70,70,,,,8,4.5,3.5,
2019-05-14 16:00:00,33,16,16,160,160,160,90,90,90,70,70,70,,,,8,4.5,3.5,
2019-05-14 17:00:00,33,20,20,150,150,150,110,110,110,100,100,100,40,40,40,7.5,5.5,5,2
2019-05-14 18:00:00,33,20,250,140,140,140,120,120,120,100,100,100,40,40,40,7,6,5,2
2019-05-14 19:00:00,33,20,20,140,140,140,120,120,120,100,100,100,40,40,40,7,6,5,2
2019-05-14 19:30:00,33,22.5,22.5,160,160,160,130,130,130,120,120,120,40,40,40,8,6.5,6,2
2019-05-14 20:00:00,33,22.5,22.5,160,160,160,130,130,130,120,120,120,40,40,40,8,6.5,6,2
2019-05-14 21:00:00,33,23,23,170,170,170,130,130,130,120,120,120,40,40,40,8.5,6.5,6,2
2019-05-14 22:00:00,33,23,23,170,170,170,130,130,130,120,120,120,40,40,40,8.5,6.5,6,2
2019-05-14 23:00:00,33,19.5,19.5,140,140,140,110,110,110,110,100,100,40,40,40,7,5.5,5,2
2019-05-16 00:00:00,33,21.5,21.5,140,140,140,130,130,130,120,120,120,40,40,40,7,6.5,6,2
2019-05-16 01:00:00,,,,,,,,,,,,,,,,,,,
2019-05-16 02:00:00,25,17,17,110,110,110,100,100,100,80,80,80,30,30,30,5.5,5,4,1.5
2019-05-16 03:00:00,25,17,17,110,110,110,100,100,100,80,80,80,30,30,30,5.5,5,4,1.5
2019-05-16 04:00:00,25,16,16,110,110,110,90,90,90,100,100,100,20,20,20,5.5,4.5,5,1
2019-05-16 05:00:00,25,16,16,110,110,110,90,90,90,100,100,100,20,20,20,5.5,4.5,5,1
2019-05-16 06:00:00,25,16,16,110,110,110,90,90,90,100,100,100,20,20,20,5.5,4.5,5,1
2019-05-16 07:00:00,25,16,16,110,110,110,90,90,90,100,100,100,20,20,20,5.5,4.5,5,1
2019-05-16 08:00:00,33,17.5,17.5,140,140,140,90,90,90,100,100,100,20,20,20,7,4.5,5,1
2019-05-16 09:00:00,33,18.5,18.5,140,140,140,100,100,100,110,110,110,20,20,20,7,5,5.5,1
2019-05-16 10:00:00,33,18.5,18.5,130,130,130,110,110,110,110,110,110,20,20,20,6.5,5.5,5.5,1
2019-05-16 11:00:00,33,18.5,18.5,130,130,130,110,110,110,110,110,110,20,20,20,6.5,5.5,5.5,1
2019-05-16 12:00:00,33,19.5,19.5,130,130,130,120,120,120,120,120,120,20,20,20,6.5,6,6,1
2019-05-16 13:00:00,33,18,18,130,130,130,120,120,120,90,90,90,20,20,20,6.5,6,4.5,1
2019-05-16 14:00:00,33,20.5,20.5,150,150,150,120,120,120,120,120,120,20,20,20,7.5,6,6,1
2019-05-16 15:00:00,33,20.5,20.5,150,150,150,120,120,120,120,120,120,20,20,20,7.5,6,6,1
2019-05-16 16:00:00,33,20.5,20.5,150,150,150,120,120,120,120,120,120,20,20,20,7.5,6,6,1
2019-05-16 17:00:00,33,20.5,20.5,150,150,150,120,120,120,120,120,120,20,20,20,7.5,6,6,1
2019-05-16 18:00:00,33,23.5,23.5,150,150,150,120,120,120,120,120,120,80,80,80,7.5,6,6,4
2019-05-16 19:00:00,33,25.5,25.5,150,150,150,130,130,130,130,130,130,100,100,100,7.5,6.5,6.5,5
2019-05-16 19:30:00,,,,,,,,,,,,,,,,,,,
2019-05-16 20:00:00,33,25.5,25.5,150,150,150,130,130,130,130,130,130,100,100,100,7.5,6.5,6.5,5
2019-05-16 21:00:00,33,25.5,25.5,150,150,150,130,130,130,130,130,130,100,100,100,7.5,6.5,6.5,5
2019-05-16 22:00:00,,,,,,,,,,,,,,,,,,,
2019-05-16 23:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 00:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 01:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 02:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 03:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 04:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 05:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 06:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 07:00:00,33,22.5,22.5,130,130,130,100,100,100,120,120,120,100,100,100,6.5,5,6,5
2019-05-17 08:00:00,33,20,20,130,130,130,90,90,90,110,110,110,70,70,70,6.5,4.5,5.5,3.5
2019-05-17 09:00:00,33,20,20,130,130,130,90,90,90,110,110,110,70,70,70,6.5,4.5,5.5,3.5
2019-05-17 10:00:00,33,19.5,19.5,130,130,130,110,110,110,110,110,110,60,60,60,6.5,5.5,5.5,3
2019-05-17 11:00:00,33,17,17,90,90,90,110,110,110,80,80,80,60,60,60,4.5,5.5,4,3
2019-05-17 12:00:00,33,19.5,19.5,120,120,120,100,100,100,90,90,90,70,70,70,6,5,4.5,3.5
2019-05-17 13:00:00,33,17.5,17.5,120,120,120,100,100,100,60,60,60,70,70,70,6,5,3,3.5
2019-05-17 14:00:00,33,22.5,22.5,150,150,150,110,110,110,120,120,120,70,70,70,7.5,5.5,6,3.5
2019-05-17 15:00:00,33,22.5,22.5,150,150,150,110,110,110,120,120,120,70,70,70,7.5,5.5,6,3.5
2019-05-17 16:00:00,33,21.5,21.5,150,150,150,110,110,110,120,120,120,70,70,70,7.5,5.5,6,3.5
2019-05-17 17:00:00,33,22.5,22.5,140,140,140,120,120,120,120,120,120,70,70,70,7,6,6,3.5
2019-05-17 18:00:00,,,,,,,,,,,,,,,,,,,
2019-05-17 19:00:00,,,,,,,,,,,,,,,,,,,
2019-05-17 19:30:00,,,,,,,,,,,,,,,,,,,
2019-05-17 20:00:00,,,,,,,,,,,,,,,,,,,
2019-05-17 21:00:00,,,,,,,,,,,,,,,,,,,
2019-05-17 22:00:00,,,,,,,,,,,,,,,,,,,
2019-05-17 23:00:00,,,,,,,,,,,,,,,,,,,
2019-05-18 00:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 01:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 02:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 03:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 04:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 05:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 06:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 07:00:00,16,4,4,10,10,10,40,40,40,20,20,20,10,10,10,0.5,2,1,0.5
2019-05-18 08:00:00,,,,10,10,10,,,,,,,,,,0.5,,,
