Sl No.,Shutdown Reason,Date,Area/Feeder/Section Name,Time From,To Time,Shutdown Form Details,Shutdown Receiver,Shutdown Provider,Service Order No./Date,Remarks,DateTime(Time_From),DateTime(To_Time),Duration,                           
989,ROW এর জন্য,13-10-2021,৩নং ফিডার ,14:40:00,14:46:00,ব্রেকার আউট,ওবায়দুর রহমান,Younus Ali,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-10-13 14:40:00,2021-10-13 14:46:00,0 days 00:06:00,
987,H.T জাম্পার পুড়া,13-10-2021,১নং কেওড়া ফিডার ,13:35:00,13:48:00,ব্রেকার রেক আউট করে।,সোহাগ,মাহবুব,A.G.M O.S.M এর অনুমোদন ক্রমে,ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-13 13:35:00,2021-10-13 13:48:00,0 days 00:13:00,
988,H.T জাম্পার পুড়া ,13-10-2021,"৪নং, শিশুপল্লী ফিডার ",13:50:00,14:25:00,ব্রেকার রেক আউট করে।,আ:ওয়াদুদ,মাহবুব,A.J.E সজিব এর অনুমতি ক্রমে।,,2021-10-13 13:50:00,2021-10-13 14:25:00,0 days 00:35:00,
991,H.T জাম্পার পুড়া ,14-10-2021,৭নং সামিট,11:00:00,11:20:00,ব্রেকার আউট,রহমান,মাহবুব,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-14 11:00:00,2021-10-14 11:20:00,0 days 00:20:00,
992,XFR আপগ্রেড,16-10-2021,১ ও ৫নয় ফিডার ,10:30:00,11:30:00,ব্রেকার আউট,মনির ,ঈশ্বর রায়,DGM মহোদয়,কাজ শেষে লাইন চালু করা হয়।,2021-10-16 10:30:00,2021-10-16 11:30:00,0 days 01:00:00,
993,ROW কাজের জন্য ,17-10-2021,১নং ফিডার মাওনা S/S,12:10:00,13:10:00,ব্রেকার আউট,ইউনুস,অটল,AGM(O&M) সত্তারের নির্দেশক্রমে।,,2021-10-17 12:10:00,2021-10-17 13:10:00,0 days 01:00:00,
994,ঠিকাদারের কাজ,17-10-2021,৬নং ফিডার ,14:10:00,15:30:00,ব্রেকার আউট,মনির ,ঈশ্বর রায় ,AGM(O&M),ক্লিয়ারেন্স দেওয়ায় লাইন চালু করা হইল।,2021-10-17 14:10:00,2021-10-17 15:30:00,0 days 01:20:00,
995,ঠিকাদার পুশপোল স্থাপন,17-10-2021,১ ও ৯নং ফিডার ,16:10:00,17:02:00,ব্রেকার বের করে দেওয়া হলো।,মনির ,ঈশ্বর রায়,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-10-17 16:10:00,2021-10-17 17:02:00,0 days 00:52:00,
996,গাছ কাটার জন্য ,18-10-2021,৩নং ফিডার ,14:01:00,14:07:00,ব্রেকার আউট,হাসান,Younus Ali ,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-10-18 14:01:00,2021-10-18 14:07:00,0 days 00:06:00,
997,গাছ কাটার জন্য ,19-10-2021,৬নং ফিডার ,15:40:00,17:40:00,ব্রেকার আউট,ইব্রাহিম ,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-10-19 15:40:00,2021-10-19 17:40:00,0 days 02:00:00,
999,ROW করার জন্য,20-10-2021,৩নং ফিডার ,15:20:00,17:35:00,ব্রেকার আউট,অটল বাবু,Younus Ali ,AGM(O&M),নিরাপদে থাকায় লাইন চালু করা হয়। ,2021-10-20 15:20:00,2021-10-20 17:35:00,0 days 02:15:00,
998,কাটআউট পরিবর্তনের জন্য। ,20-10-2021,৭নং ফিডার ,11:00:00,11:40:00,ব্রেকার আউট,কাইয়ুম ,আজাদ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-10-20 11:00:00,2021-10-20 11:40:00,0 days 00:40:00,
992,অভিযোগ নিরসন,21-10-2021,"দয়ালমোড়, ৩নং ফিডার ",00:01:00,00:19:00,ব্রেকার আউট,তাহেরুল,সাকিব,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-21 00:01:00,2021-10-21 00:19:00,0 days 00:18:00,
994,XFR উত্তোলনের জন্য।,21-10-2021,মুলাইদ,12:00:00,12:40:00,৩ ও ২নং ফিডারের ব্রেকার আউট করে।,A.Rahim ,"হাসান, সাকিব",AGM(O&M),,2021-10-21 12:00:00,2021-10-21 12:40:00,0 days 00:40:00,
995,H.T সংযোগ,21-10-2021,কেওড়া,12:15:00,12:25:00,ব্রেকার আউট,মনির ,মোশারফ,AGM(O&M),,2021-10-21 12:15:00,2021-10-21 12:25:00,0 days 00:10:00,
996,X-Former Change ,21-10-2021,বেড়াইদের চালা,16:40:00,17:20:00,ব্রেকার আউট,ইব্রাহিম ,মোশারফ,AGM(O&M),,2021-10-21 16:40:00,2021-10-21 17:20:00,0 days 00:40:00,
993,"HT,LT তার টানার জন্য",21-10-2021,বেড়াইদের চালা,11:00:00,12:00:00,৮নং ফিডারের ব্রেকার আউট করে।,A.Rahim,মাহবুব,AGM(O&M),,2021-10-21 11:00:00,2021-10-21 12:00:00,0 days 01:00:00,
997,X-F উত্তোলন,23-10-2021,"বেধির বাড়ী, ২নং ফিডার ",11:28:00,11:58:00,ব্রেকার আউট,তাহেরুল,আ:কাইয়ুম ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-23 11:28:00,2021-10-23 11:58:00,0 days 00:30:00,
999,অভিযোগ নিরসন,23-10-2021,বেড়াইদের চালা,13:03:00,13:07:00,ব্রেকার আউট,তাহেরুল ,মনির ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-23 13:03:00,2021-10-23 13:07:00,0 days 00:04:00,
1000,অভিযোগ নিরসন,23-10-2021,"মাওনা বাজার, ১০ ও ১১নং ফিডার ",13:20:00,13:28:00,ব্রেকার আউট,তাহেরুল ,ঈশ্বর ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-23 13:20:00,2021-10-23 13:28:00,0 days 00:08:00,
1001,X-F উত্তোলন,23-10-2021,"কেওড়া, ১নং ফিডার ",15:47:00,,ব্রেকার আউট,তাহেরুল ,মনির ,A.G.M(O&M),,2021-10-23 15:47:00,,,
1002,X-Former পরিবর্তন,23-10-2021,মাওনা চৌরাস্তা,15:25:00,15:50:00,ব্রেকার রেক আউট,মনির ,মোশারফ,AGM(O&M),,2021-10-23 15:25:00,2021-10-23 15:50:00,0 days 00:25:00,
998,অভিযোগ নিরসন,23-10-2021,"দারোগার বাসা, ৮নং ফিডার ",12:38:00,12:45:00,ব্রেকার আউট,তাহেরুল ,ঈশ্বর ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-23 12:38:00,2021-10-23 12:45:00,0 days 00:07:00,
1003,R.O.W,24-10-2021,"ঢেকির বাড়ী, ২নং ফিডার",09:17:00,09:26:00,ব্রেকার আউট,তাহেরুল,ওবায়দুর ,J.E(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2021-10-24 09:17:00,2021-10-24 09:26:00,0 days 00:09:00,
1004,অভিযোগ নিরসন,24-10-2021,"ঢেকির বাড়ী,ছাতির বাজার,৪নং ফিডার ",11:12:00,11:24:00,ব্রেকার আউট,তাহেরুল,মোস্তাক,J.E(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়।,2021-10-24 11:12:00,2021-10-24 11:24:00,0 days 00:12:00,
1005,R.O.W,24-10-2021,ঢেকির বাড়ী,11:32:00,11:39:00,ব্রেকার আউট,তাহেরুল,ইউনুস,J.E(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু হয়। ,2021-10-24 11:32:00,2021-10-24 11:39:00,0 days 00:07:00,
1006,X-F উত্তোলন,24-10-2021,"কেওড়া, ১নং ফিডার ",13:00:00,13:23:00,ব্রেকার আউট,তাহেরুল ,আ:কাইয়ুম,J.E(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-24 13:00:00,2021-10-24 13:23:00,0 days 00:23:00,
1007,R.O.W,24-10-2021,ঢেকির বাড়ী,13:20:00,13:38:00,ব্রেকার আউট,তাহেরুল,Younus Ali,J.E(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-24 13:20:00,2021-10-24 13:38:00,0 days 00:18:00,
1009,XFR আপগ্রেড,25-10-2021,১১নং ফিডার ,12:04:00,12:34:00,ব্রেকার আউট,আ:কাইয়ুম ,ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-10-25 12:04:00,2021-10-25 12:34:00,0 days 00:30:00,
1008,33KV ROW জন্য,25-10-2021,৭নং ফিডার ,10:50:00,13:00:00,ব্রেকার আউট,JE(উজ্জ্বল),ঈশ্বর রায় ,AGM(O&M),কাজ শেষে লাইন চালু করা হয়।,2021-10-25 10:50:00,2021-10-25 13:00:00,0 days 02:10:00,
1016,ROW গ্রিউডিং Pole ,26-10-2021,"কড়ইতলা, ১১নং ফিডার ",13:42:00,13:46:00,ব্রেকার আউট,তাহেরুল,ইউনুস আলী,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-26 13:42:00,2021-10-26 13:46:00,0 days 00:04:00,
1015,অভিযোগ সমাধান,26-10-2021,"কেওড়া,ব্যাপারী বাড়ী,১নং ফিডার ",13:09:00,13:52:00,ব্রেকার আউট,তাহেরুল ,আ:কাইয়ুম ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-26 13:09:00,2021-10-26 13:52:00,0 days 00:43:00,
1014,Pole to pole তার change,26-10-2021,"মাওনা বাজার,১১নং ফিডার ",12:04:00,12:41:00,ব্রেকার আউট,তাহেরুল ,আ:কাইয়ুম ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-26 12:04:00,2021-10-26 12:41:00,0 days 00:37:00,
1012,অভিযোগ নিরসন,26-10-2021,"দারগার বাড়ী, ৮নং ফিডার ",10:32:00,10:40:00,ব্রেকার আউট,তাহেরুল ,আ:কাইয়ুম ,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-26 10:32:00,2021-10-26 10:40:00,0 days 00:08:00,
1011,অভিযোগ নিরসন,26-10-2021,"ঢেকির বাড়ি, ২নং ফিডার ",10:30:00,10:34:00,ব্রেকার আউট,তাহেরুল,মোস্তাক,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-26 10:30:00,2021-10-26 10:34:00,0 days 00:04:00,
1010,R.O.W,26-10-2021,"কড়ইতলা, ১১নং ফিডার ",09:59:00,10:22:00,ব্রেকার আউট,তাহেরুল ,মাহবুব,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-26 09:59:00,2021-10-26 10:22:00,0 days 00:23:00,
1013,অভিযোগ নিরসন,26-10-2021,"মাওনা, ১০ ও ১১নং ফিডার ",10:58:00,11:20:00,ব্রেকার আউট,তাহেরুল ,আ:কাইয়ুম,A.G.M(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-26 10:58:00,2021-10-26 11:20:00,0 days 00:22:00,
1017,HT মিটারিং করার জন্য ,27-10-2021,১০নং ফিডার ,11:40:00,14:25:00,ব্রেকার আউট,"A.Rahim, অটলবাবু",A.Rahim ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-27 11:40:00,2021-10-27 14:25:00,0 days 02:45:00,
1018,HT মিটারিং করার জন্য ,27-10-2021,১০নং ফিডার ,15:20:00,18:00:00,ব্রেকার আউট,শফিকুল,কাইয়ুম,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-27 15:20:00,2021-10-27 18:00:00,0 days 02:40:00,
1023,HT জাম্পার পুড়া ,28-10-2021,"কড়ইতলা, ১১নং ফিডার ",19:30:00,19:57:00,ব্রেকার আউট,তাহেরুল ,অটল ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-28 19:30:00,2021-10-28 19:57:00,0 days 00:27:00,
1024,HT জাম্পার পুড়া ,28-10-2021,১০নং ফিডার,21:10:00,21:30:00,ব্রেকার আউট,তাহেরুল ,ঈশ্বর ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-28 21:10:00,2021-10-28 21:30:00,0 days 00:20:00,
1019,ঠিকাদার ,28-10-2021,১নং ফিডার ,13:50:00,16:04:00,ব্রেকার আউট,আ:রহমান,ইব্রাহীম ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-28 13:50:00,2021-10-28 16:04:00,0 days 02:14:00,
1020,নতুন মিটার স্থাপন,28-10-2021,১১নং ফিডার ,14:42:00,14:58:00,ব্রেকার আউট,তাহেরুল ,ঈশ্বর রায় ,AGM(O&M),ক্লিয়ারেন্স সাপেক্ষে লাইন চালু করা হয়। ,2021-10-28 14:42:00,2021-10-28 14:58:00,0 days 00:16:00,
